pattern	assigned_program	n_dominant_cells	rho_vascular_stabilizing	rho_inflammatory	rho_synthetic_contractile	rho_activated_migratory	rho_fibroblast_like	rho_basement_membrane
Pattern_1	basement_membrane	1222	-0.422413250395253	-0.450300680128043	-0.354729804057705	-0.39653957356624	-0.38205583794581	0.276942420780561
Pattern_2	inflammatory	1412	0.290936982169139	0.460351526353786	0.259327424243543	0.398320327951301	0.186704430151309	-0.208096799856196
Pattern_3	inflammatory	1724	0.257970393791913	0.396018499391872	0.193812742969141	0.345383592856736	0.105448697494633	-0.34673476976778
Pattern_4	basement_membrane	26	-0.150022665809937	-0.0137694191042252	-0.131793686714808	0.0460274980317337	-0.0200981303515011	0.156735289336151
Pattern_5	synthetic_contractile	1452	0.142006409016121	0.0776158356173592	0.728469689095728	0.103452937204269	0.0496866517753352	0.133904575132447
Pattern_6	fibroblast_like	352	0.261813954266931	0.123331400141139	0.0293744775617632	0.311588381463153	0.430332211876917	-0.001158816972868
Pattern_7	fibroblast_like	2020	0.327998679440115	0.160155570242922	0.238100021446593	0.234325260980141	0.389004681080461	0.303823976164781
Pattern_8	vascular_stabilizing	2240	0.583327136727593	0.386507970823512	0.443101183707603	0.261283634933096	0.174043228801384	-0.338119259087602
Pattern_9	basement_membrane	1232	-0.481498518731289	-0.475102541805249	-0.42238107179229	-0.207845621313117	-0.066328361413633	0.397308093521693
