pattern	assigned_program	n_dominant_cells	rho_vascular_stabilizing	rho_inflammatory	rho_synthetic_contractile	rho_activated_migratory	rho_fibroblast_like
Pattern_1	inflammatory	3027	0.379358950573049	0.498920958013827	0.285606600147485	0.465218871341936	0.20000395239758
Pattern_2	mixed	2859	-0.542873563571803	-0.575511767196329	-0.432091905985624	-0.378647228501861	-0.288755393052105
Pattern_3	fibroblast_like	335	-0.0066230982657954	0.0459021354320796	-0.178519943166291	0.290351473448101	0.437318547237607
Pattern_4	vascular_stabilizing	4148	0.595005625674894	0.383072964098808	0.486975629973158	0.26525316973442	0.238610872112618
Pattern_5	synthetic_contractile	1311	0.0848145990602302	0.0382288650218432	0.545266129840617	0.057437135101591	0.0840501110005953
